ds,unique_id,y,no,loto
2012-02-10,N4,7,13224,numbers4
2012-02-13,N4,2,13228,numbers4
2012-02-14,N4,0,13232,numbers4
2012-02-15,N4,3,13236,numbers4
2012-02-16,N4,4,13240,numbers4
2012-02-17,N4,1,13244,numbers4
2012-02-20,N4,0,13248,numbers4
2012-02-21,N4,5,13252,numbers4
2012-02-22,N4,7,13256,numbers4
2012-02-23,N4,6,13260,numbers4
2012-02-24,N4,9,13264,numbers4
2012-02-27,N4,9,13268,numbers4
2012-02-28,N4,1,13272,numbers4
2012-02-29,N4,1,13276,numbers4
2012-03-01,N4,4,13280,numbers4
2012-03-02,N4,9,13284,numbers4
2012-03-05,N4,4,13288,numbers4
2012-03-06,N4,8,13292,numbers4
2012-03-07,N4,7,13296,numbers4
2012-03-08,N4,3,13300,numbers4
2012-03-09,N4,0,13304,numbers4
2012-03-12,N4,2,13308,numbers4
2012-03-13,N4,7,13312,numbers4
2012-03-14,N4,0,13316,numbers4
2012-03-15,N4,3,13320,numbers4
2012-03-16,N4,6,13324,numbers4
2012-03-19,N4,4,13328,numbers4
2012-03-20,N4,8,13332,numbers4
2012-03-21,N4,9,13336,numbers4
2012-03-22,N4,8,13340,numbers4
2012-03-23,N4,9,13344,numbers4
2012-03-26,N4,1,13348,numbers4
2012-03-27,N4,5,13352,numbers4
2012-03-28,N4,9,13356,numbers4
2012-03-29,N4,8,13360,numbers4
2012-03-30,N4,1,13364,numbers4
2012-04-02,N4,0,13368,numbers4
2012-04-03,N4,0,13372,numbers4
2012-04-04,N4,4,13376,numbers4
2012-04-05,N4,2,13380,numbers4
2012-04-06,N4,2,13384,numbers4
2012-04-09,N4,1,13388,numbers4
2012-04-10,N4,7,13392,numbers4
2012-04-11,N4,9,13396,numbers4
2012-04-12,N4,7,13400,numbers4
2012-04-13,N4,6,13404,numbers4
2012-04-16,N4,4,13408,numbers4
2012-04-17,N4,9,13412,numbers4
2012-04-18,N4,5,13416,numbers4
2012-04-19,N4,7,13420,numbers4
2012-04-20,N4,0,13424,numbers4
2012-04-23,N4,2,13428,numbers4
2012-04-24,N4,8,13432,numbers4
2012-04-25,N4,5,13436,numbers4
2012-04-26,N4,0,13440,numbers4
2012-04-27,N4,4,13444,numbers4
2012-04-30,N4,7,13448,numbers4
2012-05-01,N4,3,13452,numbers4
2012-05-02,N4,1,13456,numbers4
2012-05-03,N4,8,13460,numbers4
2012-05-04,N4,3,13464,numbers4
2012-05-07,N4,6,13468,numbers4
2012-05-08,N4,5,13472,numbers4
2012-05-09,N4,5,13476,numbers4
2012-05-10,N4,0,13480,numbers4
2012-05-11,N4,6,13484,numbers4
2012-05-14,N4,9,13488,numbers4
2012-05-15,N4,4,13492,numbers4
2012-05-16,N4,4,13496,numbers4
2012-05-17,N4,5,13500,numbers4
2012-05-18,N4,5,13504,numbers4
2012-05-21,N4,9,13508,numbers4
2012-05-22,N4,8,13512,numbers4
2012-05-23,N4,0,13516,numbers4
2012-05-24,N4,1,13520,numbers4
2012-05-25,N4,7,13524,numbers4
2012-05-28,N4,0,13528,numbers4
2012-05-29,N4,7,13532,numbers4
2012-05-30,N4,4,13536,numbers4
2012-05-31,N4,4,13540,numbers4
2012-06-01,N4,0,13544,numbers4
2012-06-04,N4,5,13548,numbers4
2012-06-05,N4,0,13552,numbers4
2012-06-06,N4,6,13556,numbers4
2012-06-07,N4,0,13560,numbers4
2012-06-08,N4,6,13564,numbers4
2012-06-11,N4,8,13568,numbers4
2012-06-12,N4,4,13572,numbers4
2012-06-13,N4,9,13576,numbers4
2012-06-14,N4,7,13580,numbers4
2012-06-15,N4,4,13584,numbers4
2012-06-18,N4,5,13588,numbers4
2012-06-19,N4,5,13592,numbers4
2012-06-20,N4,1,13596,numbers4
2012-06-21,N4,2,13600,numbers4
2012-06-22,N4,8,13604,numbers4
2012-06-25,N4,9,13608,numbers4
2012-06-26,N4,6,13612,numbers4
2012-06-27,N4,2,13616,numbers4
2012-06-28,N4,6,13620,numbers4
2012-06-29,N4,7,13624,numbers4
2012-07-02,N4,3,13628,numbers4
2012-07-03,N4,8,13632,numbers4
2012-07-04,N4,4,13636,numbers4
2012-07-05,N4,4,13640,numbers4
2012-07-06,N4,8,13644,numbers4
2012-07-09,N4,8,13648,numbers4
2012-07-10,N4,4,13652,numbers4
2012-07-11,N4,0,13656,numbers4
2012-07-12,N4,7,13660,numbers4
2012-07-13,N4,9,13664,numbers4
2012-07-16,N4,3,13668,numbers4
2012-07-17,N4,0,13672,numbers4
2012-07-18,N4,9,13676,numbers4
2012-07-19,N4,1,13680,numbers4
2012-07-20,N4,6,13684,numbers4
2012-07-23,N4,0,13688,numbers4
2012-07-24,N4,0,13692,numbers4
2012-07-25,N4,2,13696,numbers4
2012-07-26,N4,1,13700,numbers4
2012-07-27,N4,4,13704,numbers4
2012-07-30,N4,1,13708,numbers4
2012-07-31,N4,8,13712,numbers4
2012-08-01,N4,1,13716,numbers4
2012-08-02,N4,5,13720,numbers4
2012-08-03,N4,4,13724,numbers4
2012-08-06,N4,8,13728,numbers4
2012-08-07,N4,3,13732,numbers4
2012-08-08,N4,4,13736,numbers4
2012-08-09,N4,9,13740,numbers4
2012-08-10,N4,2,13744,numbers4
2012-08-13,N4,8,13748,numbers4
2012-08-14,N4,3,13752,numbers4
2012-08-15,N4,9,13756,numbers4
2012-08-16,N4,7,13760,numbers4
2012-08-17,N4,4,13764,numbers4
2012-08-20,N4,4,13768,numbers4
2012-08-21,N4,2,13772,numbers4
2012-08-22,N4,7,13776,numbers4
2012-08-23,N4,5,13780,numbers4
2012-08-24,N4,9,13784,numbers4
2012-08-27,N4,4,13788,numbers4
2012-08-28,N4,6,13792,numbers4
2012-08-29,N4,0,13796,numbers4
2012-08-30,N4,8,13800,numbers4
2012-08-31,N4,4,13804,numbers4
2012-09-03,N4,2,13808,numbers4
2012-09-04,N4,5,13812,numbers4
2012-09-05,N4,0,13816,numbers4
2012-09-06,N4,9,13820,numbers4
2012-09-07,N4,7,13824,numbers4
2012-09-10,N4,3,13828,numbers4
2012-09-11,N4,0,13832,numbers4
2012-09-12,N4,5,13836,numbers4
2012-09-13,N4,4,13840,numbers4
2012-09-14,N4,9,13844,numbers4
2012-09-17,N4,7,13848,numbers4
2012-09-18,N4,5,13852,numbers4
2012-09-19,N4,7,13856,numbers4
2012-09-20,N4,7,13860,numbers4
2012-09-21,N4,7,13864,numbers4
2012-09-24,N4,5,13868,numbers4
2012-09-25,N4,8,13872,numbers4
2012-09-26,N4,6,13876,numbers4
2012-09-27,N4,9,13880,numbers4
2012-09-28,N4,5,13884,numbers4
2012-10-01,N4,8,13888,numbers4
2012-10-02,N4,0,13892,numbers4
2012-10-03,N4,1,13896,numbers4
2012-10-04,N4,2,13900,numbers4
2012-10-05,N4,0,13904,numbers4
2012-10-08,N4,6,13908,numbers4
2012-10-09,N4,8,13912,numbers4
2012-10-10,N4,2,13916,numbers4
2012-10-11,N4,2,13920,numbers4
2012-10-12,N4,1,13924,numbers4
2012-10-15,N4,6,13928,numbers4
2012-10-16,N4,9,13932,numbers4
2012-10-17,N4,3,13936,numbers4
2012-10-18,N4,0,13940,numbers4
2012-10-19,N4,3,13944,numbers4
2012-10-22,N4,1,13948,numbers4
2012-10-23,N4,5,13952,numbers4
2012-10-24,N4,3,13956,numbers4
2012-10-25,N4,4,13960,numbers4
2012-10-26,N4,6,13964,numbers4
2012-10-29,N4,4,13968,numbers4
2012-10-30,N4,9,13972,numbers4
2012-10-31,N4,2,13976,numbers4
2012-11-01,N4,1,13980,numbers4
2012-11-02,N4,4,13984,numbers4
2012-11-05,N4,6,13988,numbers4
2012-11-06,N4,0,13992,numbers4
2012-11-07,N4,4,13996,numbers4
2012-11-08,N4,0,14000,numbers4
2012-11-09,N4,7,14004,numbers4
2012-11-12,N4,5,14008,numbers4
2012-11-13,N4,4,14012,numbers4
2012-11-14,N4,9,14016,numbers4
2012-11-15,N4,5,14020,numbers4
2012-11-16,N4,4,14024,numbers4
2012-11-19,N4,0,14028,numbers4
2012-11-20,N4,2,14032,numbers4
2012-11-21,N4,7,14036,numbers4
2012-11-22,N4,7,14040,numbers4
2012-11-23,N4,8,14044,numbers4
2012-11-26,N4,0,14048,numbers4
2012-11-27,N4,7,14052,numbers4
2012-11-28,N4,9,14056,numbers4
2012-11-29,N4,4,14060,numbers4
2012-11-30,N4,0,14064,numbers4
2012-12-03,N4,2,14068,numbers4
2012-12-04,N4,7,14072,numbers4
2012-12-05,N4,7,14076,numbers4
2012-12-06,N4,2,14080,numbers4
2012-12-07,N4,7,14084,numbers4
2012-12-10,N4,1,14088,numbers4
2012-12-11,N4,9,14092,numbers4
2012-12-12,N4,2,14096,numbers4
2012-12-13,N4,8,14100,numbers4
2012-12-14,N4,6,14104,numbers4
2012-12-17,N4,5,14108,numbers4
2012-12-18,N4,8,14112,numbers4
2012-12-19,N4,2,14116,numbers4
2012-12-20,N4,2,14120,numbers4
2012-12-21,N4,2,14124,numbers4
2012-12-24,N4,3,14128,numbers4
2012-12-25,N4,2,14132,numbers4
2012-12-26,N4,3,14136,numbers4
2012-12-27,N4,1,14140,numbers4
2012-12-28,N4,3,14144,numbers4
2013-01-04,N4,2,14148,numbers4
2013-01-07,N4,8,14152,numbers4
2013-01-08,N4,4,14156,numbers4
2013-01-09,N4,5,14160,numbers4
2013-01-10,N4,2,14164,numbers4
2013-01-11,N4,1,14168,numbers4
2013-01-14,N4,3,14172,numbers4
2013-01-15,N4,3,14176,numbers4
2013-01-16,N4,5,14180,numbers4
2013-01-17,N4,1,14184,numbers4
2013-01-18,N4,3,14188,numbers4
2013-01-21,N4,0,14192,numbers4
2013-01-22,N4,4,14196,numbers4
2013-01-23,N4,8,14200,numbers4
2013-01-24,N4,7,14204,numbers4
2013-01-25,N4,9,14208,numbers4
2013-01-28,N4,4,14212,numbers4
2013-01-29,N4,4,14216,numbers4
2013-01-30,N4,2,14220,numbers4
2013-01-31,N4,1,14224,numbers4
2013-02-01,N4,9,14228,numbers4
2013-02-04,N4,8,14232,numbers4
2013-02-05,N4,7,14236,numbers4
2013-02-06,N4,5,14240,numbers4
2013-02-07,N4,4,14244,numbers4
2013-02-08,N4,2,14248,numbers4
2013-02-11,N4,2,14252,numbers4
2013-02-12,N4,8,14256,numbers4
2013-02-13,N4,8,14260,numbers4
2013-02-14,N4,0,14264,numbers4
2013-02-15,N4,6,14268,numbers4
2013-02-18,N4,3,14272,numbers4
2013-02-19,N4,1,14276,numbers4
2013-02-20,N4,7,14280,numbers4
2013-02-21,N4,9,14284,numbers4
2013-02-22,N4,7,14288,numbers4
2013-02-25,N4,8,14292,numbers4
2013-02-26,N4,5,14296,numbers4
2013-02-27,N4,3,14300,numbers4
2013-02-28,N4,3,14304,numbers4
2013-03-01,N4,2,14308,numbers4
2013-03-04,N4,3,14312,numbers4
2013-03-05,N4,5,14316,numbers4
2013-03-06,N4,3,14320,numbers4
2013-03-07,N4,7,14324,numbers4
2013-03-08,N4,4,14328,numbers4
2013-03-11,N4,9,14332,numbers4
2013-03-12,N4,1,14336,numbers4
2013-03-13,N4,5,14340,numbers4
2013-03-14,N4,7,14344,numbers4
2013-03-15,N4,5,14348,numbers4
2013-03-18,N4,5,14352,numbers4
2013-03-19,N4,7,14356,numbers4
2013-03-20,N4,5,14360,numbers4
2013-03-21,N4,4,14364,numbers4
2013-03-22,N4,5,14368,numbers4
2013-03-25,N4,1,14372,numbers4
2013-03-26,N4,1,14376,numbers4
2013-03-27,N4,0,14380,numbers4
2013-03-28,N4,5,14384,numbers4
2013-03-29,N4,1,14388,numbers4
2013-04-01,N4,7,14392,numbers4
2013-04-02,N4,3,14396,numbers4
2013-04-03,N4,6,14400,numbers4
2013-04-04,N4,8,14404,numbers4
2013-04-05,N4,2,14408,numbers4
2013-04-08,N4,5,14412,numbers4
2013-04-09,N4,4,14416,numbers4
2013-04-10,N4,9,14420,numbers4
2013-04-11,N4,2,14424,numbers4
2013-04-12,N4,7,14428,numbers4
2013-04-15,N4,0,14432,numbers4
2013-04-16,N4,0,14436,numbers4
2013-04-17,N4,8,14440,numbers4
2013-04-18,N4,5,14444,numbers4
2013-04-19,N4,9,14448,numbers4
2013-04-22,N4,3,14452,numbers4
2013-04-23,N4,0,14456,numbers4
2013-04-24,N4,0,14460,numbers4
2013-04-25,N4,3,14464,numbers4
2013-04-26,N4,6,14468,numbers4
2013-04-29,N4,6,14472,numbers4
2013-04-30,N4,4,14476,numbers4
2013-05-01,N4,5,14480,numbers4
2013-05-02,N4,5,14484,numbers4
2013-05-03,N4,7,14488,numbers4
2013-05-06,N4,9,14492,numbers4
2013-05-07,N4,4,14496,numbers4
2013-05-08,N4,7,14500,numbers4
2013-05-09,N4,2,14504,numbers4
2013-05-10,N4,3,14508,numbers4
2013-05-13,N4,6,14512,numbers4
2013-05-14,N4,5,14516,numbers4
2013-05-15,N4,4,14520,numbers4
2013-05-16,N4,5,14524,numbers4
2013-05-17,N4,7,14528,numbers4
2013-05-20,N4,9,14532,numbers4
2013-05-21,N4,1,14536,numbers4
2013-05-22,N4,6,14540,numbers4
2013-05-23,N4,0,14544,numbers4
2013-05-24,N4,3,14548,numbers4
2013-05-27,N4,4,14552,numbers4
2013-05-28,N4,6,14556,numbers4
2013-05-29,N4,7,14560,numbers4
2013-05-30,N4,1,14564,numbers4
2013-05-31,N4,8,14568,numbers4
2013-06-03,N4,2,14572,numbers4
2013-06-04,N4,4,14576,numbers4
2013-06-05,N4,7,14580,numbers4
2013-06-06,N4,7,14584,numbers4
2013-06-07,N4,5,14588,numbers4
2013-06-10,N4,9,14592,numbers4
2013-06-11,N4,6,14596,numbers4
2013-06-12,N4,7,14600,numbers4
2013-06-13,N4,3,14604,numbers4
2013-06-14,N4,6,14608,numbers4
2013-06-17,N4,3,14612,numbers4
2013-06-18,N4,6,14616,numbers4
2013-06-19,N4,7,14620,numbers4
2013-06-20,N4,7,14624,numbers4
2013-06-21,N4,6,14628,numbers4
2013-06-24,N4,6,14632,numbers4
2013-06-25,N4,4,14636,numbers4
2013-06-26,N4,9,14640,numbers4
2013-06-27,N4,0,14644,numbers4
2013-06-28,N4,4,14648,numbers4
2013-07-01,N4,0,14652,numbers4
2013-07-02,N4,0,14656,numbers4
2013-07-03,N4,1,14660,numbers4
2013-07-04,N4,2,14664,numbers4
2013-07-05,N4,7,14668,numbers4
2013-07-08,N4,5,14672,numbers4
2013-07-09,N4,0,14676,numbers4
2013-07-10,N4,1,14680,numbers4
2013-07-11,N4,8,14684,numbers4
2013-07-12,N4,6,14688,numbers4
2013-07-15,N4,1,14692,numbers4
2013-07-16,N4,1,14696,numbers4
2013-07-17,N4,2,14700,numbers4
2013-07-18,N4,6,14704,numbers4
2013-07-19,N4,6,14708,numbers4
2013-07-22,N4,9,14712,numbers4
2013-07-23,N4,7,14716,numbers4
2013-07-24,N4,0,14720,numbers4
2013-07-25,N4,2,14724,numbers4
2013-07-26,N4,6,14728,numbers4
2013-07-29,N4,8,14732,numbers4
2013-07-30,N4,4,14736,numbers4
2013-07-31,N4,6,14740,numbers4
2013-08-01,N4,1,14744,numbers4
2013-08-02,N4,2,14748,numbers4
2013-08-05,N4,4,14752,numbers4
2013-08-06,N4,5,14756,numbers4
2013-08-07,N4,0,14760,numbers4
2013-08-08,N4,8,14764,numbers4
2013-08-09,N4,6,14768,numbers4
2013-08-12,N4,4,14772,numbers4
2013-08-13,N4,3,14776,numbers4
2013-08-14,N4,0,14780,numbers4
2013-08-15,N4,5,14784,numbers4
2013-08-16,N4,1,14788,numbers4
2013-08-19,N4,3,14792,numbers4
2013-08-20,N4,9,14796,numbers4
2013-08-21,N4,0,14800,numbers4
2013-08-22,N4,9,14804,numbers4
2013-08-23,N4,8,14808,numbers4
2013-08-26,N4,9,14812,numbers4
2013-08-27,N4,3,14816,numbers4
2013-08-28,N4,4,14820,numbers4
2013-08-29,N4,2,14824,numbers4
2013-08-30,N4,5,14828,numbers4
2013-09-02,N4,2,14832,numbers4
2013-09-03,N4,1,14836,numbers4
2013-09-04,N4,9,14840,numbers4
2013-09-05,N4,1,14844,numbers4
2013-09-06,N4,0,14848,numbers4
2013-09-09,N4,5,14852,numbers4
2013-09-10,N4,2,14856,numbers4
2013-09-11,N4,1,14860,numbers4
2013-09-12,N4,2,14864,numbers4
2013-09-13,N4,4,14868,numbers4
2013-09-16,N4,9,14872,numbers4
2013-09-17,N4,6,14876,numbers4
2013-09-18,N4,4,14880,numbers4
2013-09-19,N4,8,14884,numbers4
2013-09-20,N4,2,14888,numbers4
2013-09-23,N4,9,14892,numbers4
2013-09-24,N4,8,14896,numbers4
2013-09-25,N4,9,14900,numbers4
2013-09-26,N4,5,14904,numbers4
2013-09-27,N4,4,14908,numbers4
2013-09-30,N4,8,14912,numbers4
2013-10-01,N4,2,14916,numbers4
2013-10-02,N4,0,14920,numbers4
2013-10-03,N4,1,14924,numbers4
2013-10-04,N4,2,14928,numbers4
2013-10-07,N4,2,14932,numbers4
2013-10-08,N4,9,14936,numbers4
2013-10-09,N4,3,14940,numbers4
2013-10-10,N4,5,14944,numbers4
2013-10-11,N4,1,14948,numbers4
2013-10-14,N4,4,14952,numbers4
2013-10-15,N4,0,14956,numbers4
2013-10-16,N4,5,14960,numbers4
2013-10-17,N4,1,14964,numbers4
2013-10-18,N4,1,14968,numbers4
2013-10-21,N4,8,14972,numbers4
2013-10-22,N4,5,14976,numbers4
2013-10-23,N4,2,14980,numbers4
2013-10-24,N4,4,14984,numbers4
2013-10-25,N4,2,14988,numbers4
2013-10-28,N4,5,14992,numbers4
2013-10-29,N4,0,14996,numbers4
2013-10-30,N4,2,15000,numbers4
2013-10-31,N4,9,15004,numbers4
2013-11-01,N4,3,15008,numbers4
2013-11-04,N4,1,15012,numbers4
2013-11-05,N4,1,15016,numbers4
2013-11-06,N4,2,15020,numbers4
2013-11-07,N4,1,15024,numbers4
2013-11-08,N4,4,15028,numbers4
2013-11-11,N4,0,15032,numbers4
2013-11-12,N4,9,15036,numbers4
2013-11-13,N4,0,15040,numbers4
2013-11-14,N4,2,15044,numbers4
2013-11-15,N4,1,15048,numbers4
2013-11-18,N4,2,15052,numbers4
2013-11-19,N4,1,15056,numbers4
2013-11-20,N4,2,15060,numbers4
2013-11-21,N4,1,15064,numbers4
2013-11-22,N4,2,15068,numbers4
2013-11-25,N4,0,15072,numbers4
2013-11-26,N4,6,15076,numbers4
2013-11-27,N4,3,15080,numbers4
2013-11-28,N4,9,15084,numbers4
2013-11-29,N4,6,15088,numbers4
2013-12-02,N4,1,15092,numbers4
2013-12-03,N4,5,15096,numbers4
2013-12-04,N4,0,15100,numbers4
2013-12-05,N4,8,15104,numbers4
2013-12-06,N4,7,15108,numbers4
2013-12-09,N4,5,15112,numbers4
2013-12-10,N4,8,15116,numbers4
2013-12-11,N4,0,15120,numbers4
2013-12-12,N4,8,15124,numbers4
2013-12-13,N4,3,15128,numbers4
2013-12-16,N4,7,15132,numbers4
2013-12-17,N4,4,15136,numbers4
2013-12-18,N4,6,15140,numbers4
2013-12-19,N4,1,15144,numbers4
2013-12-20,N4,0,15148,numbers4
2013-12-23,N4,1,15152,numbers4
2013-12-24,N4,9,15156,numbers4
2013-12-25,N4,1,15160,numbers4
2013-12-26,N4,2,15164,numbers4
2013-12-27,N4,1,15168,numbers4
2013-12-30,N4,6,15172,numbers4
2014-01-06,N4,9,15176,numbers4
2014-01-07,N4,9,15180,numbers4
2014-01-08,N4,2,15184,numbers4
2014-01-09,N4,0,15188,numbers4
2014-01-10,N4,9,15192,numbers4
2014-01-13,N4,0,15196,numbers4
2014-01-14,N4,7,15200,numbers4
2014-01-15,N4,1,15204,numbers4
2014-01-16,N4,0,15208,numbers4
2014-01-17,N4,5,15212,numbers4
2014-01-20,N4,9,15216,numbers4
2014-01-21,N4,4,15220,numbers4
2014-01-22,N4,6,15224,numbers4
2014-01-23,N4,2,15228,numbers4
2014-01-24,N4,2,15232,numbers4
2014-01-27,N4,1,15236,numbers4
2014-01-28,N4,5,15240,numbers4
2014-01-29,N4,0,15244,numbers4
2014-01-30,N4,1,15248,numbers4
2014-01-31,N4,5,15252,numbers4
2014-02-03,N4,3,15256,numbers4
2014-02-04,N4,4,15260,numbers4
2014-02-05,N4,8,15264,numbers4
2014-02-06,N4,5,15268,numbers4
2014-02-07,N4,1,15272,numbers4
2014-02-10,N4,8,15276,numbers4
2014-02-11,N4,0,15280,numbers4
2014-02-12,N4,7,15284,numbers4
2014-02-13,N4,1,15288,numbers4
2014-02-14,N4,6,15292,numbers4
2014-02-17,N4,2,15296,numbers4
2014-02-18,N4,9,15300,numbers4
2014-02-19,N4,5,15304,numbers4
2014-02-20,N4,0,15308,numbers4
2014-02-21,N4,5,15312,numbers4
2014-02-24,N4,4,15316,numbers4
2014-02-25,N4,7,15320,numbers4
2014-02-26,N4,6,15324,numbers4
2014-02-27,N4,7,15328,numbers4
2014-02-28,N4,6,15332,numbers4
2014-03-03,N4,6,15336,numbers4
2014-03-04,N4,2,15340,numbers4
2014-03-05,N4,1,15344,numbers4
2014-03-06,N4,5,15348,numbers4
2014-03-07,N4,8,15352,numbers4
2014-03-10,N4,3,15356,numbers4
2014-03-11,N4,5,15360,numbers4
2014-03-12,N4,5,15364,numbers4
2014-03-13,N4,1,15368,numbers4
2014-03-14,N4,7,15372,numbers4
2014-03-17,N4,6,15376,numbers4
2014-03-18,N4,7,15380,numbers4
2014-03-19,N4,1,15384,numbers4
2014-03-20,N4,4,15388,numbers4
2014-03-21,N4,2,15392,numbers4
2014-03-24,N4,1,15396,numbers4
2014-03-25,N4,1,15400,numbers4
2014-03-26,N4,1,15404,numbers4
2014-03-27,N4,4,15408,numbers4
2014-03-28,N4,5,15412,numbers4
2014-03-31,N4,0,15416,numbers4
2014-04-01,N4,4,15420,numbers4
2014-04-02,N4,1,15424,numbers4
2014-04-03,N4,2,15428,numbers4
2014-04-04,N4,1,15432,numbers4
2014-04-07,N4,6,15436,numbers4
2014-04-08,N4,0,15440,numbers4
2014-04-09,N4,8,15444,numbers4
2014-04-10,N4,7,15448,numbers4
2014-04-11,N4,7,15452,numbers4
2014-04-14,N4,8,15456,numbers4
2014-04-15,N4,7,15460,numbers4
2014-04-16,N4,0,15464,numbers4
2014-04-17,N4,8,15468,numbers4
2014-04-18,N4,4,15472,numbers4
2014-04-21,N4,1,15476,numbers4
2014-04-22,N4,4,15480,numbers4
2014-04-23,N4,8,15484,numbers4
2014-04-24,N4,0,15488,numbers4
2014-04-25,N4,5,15492,numbers4
2014-04-28,N4,8,15496,numbers4
2014-04-29,N4,0,15500,numbers4
2014-04-30,N4,8,15504,numbers4
2014-05-01,N4,4,15508,numbers4
2014-05-02,N4,1,15512,numbers4
2014-05-05,N4,7,15516,numbers4
2014-05-06,N4,0,15520,numbers4
2014-05-07,N4,1,15524,numbers4
2014-05-08,N4,9,15528,numbers4
2014-05-09,N4,0,15532,numbers4
2014-05-12,N4,4,15536,numbers4
2014-05-13,N4,2,15540,numbers4
2014-05-14,N4,7,15544,numbers4
2014-05-15,N4,1,15548,numbers4
2014-05-16,N4,6,15552,numbers4
2014-05-19,N4,4,15556,numbers4
2014-05-20,N4,1,15560,numbers4
2014-05-21,N4,3,15564,numbers4
2014-05-22,N4,1,15568,numbers4
2014-05-23,N4,7,15572,numbers4
2014-05-26,N4,4,15576,numbers4
2014-05-27,N4,6,15580,numbers4
2014-05-28,N4,6,15584,numbers4
2014-05-29,N4,9,15588,numbers4
2014-05-30,N4,3,15592,numbers4
2014-06-02,N4,1,15596,numbers4
2014-06-03,N4,1,15600,numbers4
2014-06-04,N4,4,15604,numbers4
2014-06-05,N4,4,15608,numbers4
2014-06-06,N4,6,15612,numbers4
2014-06-09,N4,1,15616,numbers4
2014-06-10,N4,1,15620,numbers4
2014-06-11,N4,4,15624,numbers4
2014-06-12,N4,3,15628,numbers4
2014-06-13,N4,8,15632,numbers4
2014-06-16,N4,9,15636,numbers4
2014-06-17,N4,2,15640,numbers4
2014-06-18,N4,0,15644,numbers4
2014-06-19,N4,2,15648,numbers4
2014-06-20,N4,6,15652,numbers4
2014-06-23,N4,9,15656,numbers4
2014-06-24,N4,0,15660,numbers4
2014-06-25,N4,6,15664,numbers4
2014-06-26,N4,6,15668,numbers4
2014-06-27,N4,3,15672,numbers4
2014-06-30,N4,1,15676,numbers4
2014-07-01,N4,9,15680,numbers4
2014-07-02,N4,2,15684,numbers4
2014-07-03,N4,1,15688,numbers4
2014-07-04,N4,7,15692,numbers4
2014-07-07,N4,8,15696,numbers4
2014-07-08,N4,7,15700,numbers4
2014-07-09,N4,5,15704,numbers4
2014-07-10,N4,9,15708,numbers4
2014-07-11,N4,9,15712,numbers4
2014-07-14,N4,6,15716,numbers4
2014-07-15,N4,3,15720,numbers4
2014-07-16,N4,8,15724,numbers4
2014-07-17,N4,8,15728,numbers4
2014-07-18,N4,5,15732,numbers4
2014-07-21,N4,6,15736,numbers4
2014-07-22,N4,1,15740,numbers4
2014-07-23,N4,3,15744,numbers4
2014-07-24,N4,4,15748,numbers4
2014-07-25,N4,9,15752,numbers4
2014-07-28,N4,8,15756,numbers4
2014-07-29,N4,2,15760,numbers4
2014-07-30,N4,3,15764,numbers4
2014-07-31,N4,2,15768,numbers4
2014-08-01,N4,1,15772,numbers4
2014-08-04,N4,9,15776,numbers4
2014-08-05,N4,9,15780,numbers4
2014-08-06,N4,4,15784,numbers4
2014-08-07,N4,9,15788,numbers4
2014-08-08,N4,5,15792,numbers4
2014-08-11,N4,1,15796,numbers4
2014-08-12,N4,5,15800,numbers4
2014-08-13,N4,9,15804,numbers4
2014-08-14,N4,5,15808,numbers4
2014-08-15,N4,3,15812,numbers4
2014-08-18,N4,3,15816,numbers4
2014-08-19,N4,9,15820,numbers4
2014-08-20,N4,2,15824,numbers4
2014-08-21,N4,5,15828,numbers4
2014-08-22,N4,8,15832,numbers4
2014-08-25,N4,0,15836,numbers4
2014-08-26,N4,7,15840,numbers4
2014-08-27,N4,7,15844,numbers4
2014-08-28,N4,6,15848,numbers4
2014-08-29,N4,1,15852,numbers4
2014-09-01,N4,0,15856,numbers4
2014-09-02,N4,8,15860,numbers4
2014-09-03,N4,7,15864,numbers4
2014-09-04,N4,2,15868,numbers4
2014-09-05,N4,7,15872,numbers4
2014-09-08,N4,1,15876,numbers4
2014-09-09,N4,6,15880,numbers4
2014-09-10,N4,6,15884,numbers4
2014-09-11,N4,6,15888,numbers4
2014-09-12,N4,5,15892,numbers4
2014-09-15,N4,2,15896,numbers4
2014-09-16,N4,8,15900,numbers4
2014-09-17,N4,1,15904,numbers4
2014-09-18,N4,2,15908,numbers4
2014-09-19,N4,9,15912,numbers4
2014-09-22,N4,3,15916,numbers4
2014-09-23,N4,2,15920,numbers4
2014-09-24,N4,3,15924,numbers4
2014-09-25,N4,0,15928,numbers4
2014-09-26,N4,3,15932,numbers4
2014-09-29,N4,6,15936,numbers4
2014-09-30,N4,9,15940,numbers4
2014-10-01,N4,9,15944,numbers4
2014-10-02,N4,2,15948,numbers4
2014-10-03,N4,4,15952,numbers4
2014-10-06,N4,2,15956,numbers4
2014-10-07,N4,8,15960,numbers4
2014-10-08,N4,8,15964,numbers4
2014-10-09,N4,1,15968,numbers4
2014-10-10,N4,5,15972,numbers4
2014-10-13,N4,4,15976,numbers4
2014-10-14,N4,3,15980,numbers4
2014-10-15,N4,9,15984,numbers4
2014-10-16,N4,1,15988,numbers4
2014-10-17,N4,4,15992,numbers4
2014-10-20,N4,8,15996,numbers4
2014-10-21,N4,3,16000,numbers4
2014-10-22,N4,5,16004,numbers4
2014-10-23,N4,4,16008,numbers4
2014-10-24,N4,2,16012,numbers4
2014-10-27,N4,3,16016,numbers4
